date,rank,song,artist,last_week,peak_rank,weeks_on_board,year,decade,mb_id,mb_title,mb_artist,mb_country,mb_date,mb_score,billboard_index,text_chunk
1969-05-31,4,Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,5.0,4,6,1969,1960,,,,,,,1415,'Oh Happy Day' by The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison (1969). Billboard Hot 100 peak: #4
1967-01-21,22,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,17.0,4,16,1967,1960,4ec49cef-6667-41c3-b121-5dfb636078da,Devil With a Blue Dress On & Good Golly Miss Molly,Mitch Ryder & The Detroit Wheels,GB,2022-07,100.0,1416,'Devil With A Blue Dress On & Good Golly Miss Molly' by Mitch Ryder And The Detroit Wheels (1967). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2022-07. Match confidence: 100/100
1977-09-10,4,Handy Man,James Taylor,5.0,4,13,1977,1970,c540e228-5125-4956-a517-83ece4b0d3be,Handy Man,James Taylor,US,1994-06-21,100.0,1417,'Handy Man' by James Taylor (1977). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1994-06-21. Match confidence: 100/100
1972-02-05,4,Day After Day,Badfinger,5.0,4,10,1972,1970,f5149422-8d25-47e2-bcbe-8eb9e67731f7,Day After Day,Badfinger,US,,100.0,1418,'Day After Day' by Badfinger (1972). Billboard Hot 100 peak: #4. Country of origin: US. Match confidence: 100/100
1973-03-03,4,Could It Be I'm Falling In Love,The Spinners,5.0,4,10,1973,1970,3149ca38-d918-41af-9461-9859eacd8e8a,Could It Be I’m Falling in Love,The Spinners,DE,1992,100.0,1419,'Could It Be I'm Falling In Love' by The Spinners (1973). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1992. Match confidence: 100/100
1967-12-02,18,Expressway (To Your Heart),Soul Survivors,10.0,4,14,1967,1960,77c68890-c7eb-4efd-8fc4-3d94671a0340,Expressway to Your Heart,Soul Survivors,US,1988,100.0,1420,'Expressway (To Your Heart)' by Soul Survivors (1967). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1988. Match confidence: 100/100
1986-03-08,66,Talk To Me,Stevie Nicks,49.0,4,17,1986,1980,3f15d058-4cef-450c-8116-58f9f916f7fb,Talk to Me,Stevie Nicks,,,100.0,1421,'Talk To Me' by Stevie Nicks (1986). Billboard Hot 100 peak: #4. Match confidence: 100/100
1968-02-24,4,I Wish It Would Rain,The Temptations,4.0,4,7,1968,1960,7c5c82d5-5325-4dec-a5c7-68fabe8392f8,I Wish It Would Rain,The Temptations,NL,,100.0,1422,'I Wish It Would Rain' by The Temptations (1968). Billboard Hot 100 peak: #4. Country of origin: NL. Match confidence: 100/100
1961-08-07,4,Dum Dum,Brenda Lee,4.0,4,8,1961,1960,160e61cd-4764-41ae-89e1-d40a962f9a66,Dum Dum,Brenda Lee,DE,1993,100.0,1423,'Dum Dum' by Brenda Lee (1961). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1993. Match confidence: 100/100
1961-08-14,34,Yellow Bird,Arthur Lyman Group,21.0,4,12,1961,1960,587b86f8-ab8f-498b-b540-31906bd1e29f,Yellow Bird,Arthur Lyman Group,US,1993,100.0,1424,'Yellow Bird' by Arthur Lyman Group (1961). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1993. Match confidence: 100/100
1968-04-13,8,La - La - Means I Love You,The Delfonics,4.0,4,11,1968,1960,,,,,,,1425,'La - La - Means I Love You' by The Delfonics (1968). Billboard Hot 100 peak: #4
1958-09-08,4,Just A Dream,Jimmy Clanton And His Rockets,4.0,4,6,1958,1950,af77ff06-317a-4fdd-95fc-6c04d21898c0,Just a Dream,Jimmy Clanton & His Rockets,GB,1998,100.0,1426,'Just A Dream' by Jimmy Clanton And His Rockets (1958). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1998. Match confidence: 100/100
1964-07-11,4,Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,4.0,4,8,1964,1960,202951ff-8cd0-4067-8fc0-1b6e9055ace1,Don’t Let the Sun Catch You Crying,Gerry & the Pacemakers,,,100.0,1427,'Don't Let The Sun Catch You Crying' by Gerry And The Pacemakers (1964). Billboard Hot 100 peak: #4. Match confidence: 100/100
1986-10-25,41,Walk This Way,Run-D.M.C.,26.0,4,14,1986,1980,cec45540-9c34-46d4-89b4-692027aa41a0,Walk This Way,Run‐D.M.C.,,,100.0,1428,'Walk This Way' by Run-D.M.C. (1986). Billboard Hot 100 peak: #4. Match confidence: 100/100
1968-04-20,4,Lady Madonna,The Beatles,6.0,4,5,1968,1960,5f91cd32-53ce-43d4-88e4-8b18cd179b4a,Lady Madonna,The Beatles,AU,1981-03,100.0,1429,'Lady Madonna' by The Beatles (1968). Billboard Hot 100 peak: #4. Country of origin: AU. Release date: 1981-03. Match confidence: 100/100
1969-01-25,42,"Abraham, Martin And John",Dion,22.0,4,14,1969,1960,b0f9da43-992d-41e8-994b-8d6ea844eae0,"Abraham, Martin and John",Dion,US,2002-11-25,100.0,1430,"'Abraham, Martin And John' by Dion (1969). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2002-11-25. Match confidence: 100/100"
1969-05-31,17,Hawaii Five-O,The Ventures,11.0,4,13,1969,1960,23f1e24f-19df-4cb7-97ed-6889af68617f,Hawaii-Five-O,The Ventures,,,100.0,1431,'Hawaii Five-O' by The Ventures (1969). Billboard Hot 100 peak: #4. Match confidence: 100/100
1981-06-20,4,A Woman Needs Love (Just Like You Do),Ray Parker Jr. & Raydio,5.0,4,16,1981,1980,969917da-b7b4-4260-a66b-2f0dd2d9a450,A Woman Needs Love (Just Like You Do),Ray Parker Jr.,US,1988,100.0,1432,'A Woman Needs Love (Just Like You Do)' by Ray Parker Jr. & Raydio (1981). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1988. Match confidence: 100/100
1963-10-19,5,Cry Baby,Garnet Mimms & The Enchanters,4.0,4,10,1963,1960,0fa659a0-e657-44e8-bee6-d09164694852,Cry Baby,Garnet Mimms & the Enchanters,US,1995-11-21,100.0,1433,'Cry Baby' by Garnet Mimms & The Enchanters (1963). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1995-11-21. Match confidence: 100/100
1958-09-08,56,Hard Headed Woman,Elvis Presley With The Jordanaires,26.0,4,6,1958,1950,ae29d156-b24e-4450-87be-f6a0862c8347,Hard Headed Woman,Elvis Presley,GB,2013,100.0,1434,'Hard Headed Woman' by Elvis Presley With The Jordanaires (1958). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2013. Match confidence: 100/100
1964-01-11,6,Since I Fell For You,Lenny Welch,4.0,4,12,1964,1960,8b74e45f-ef1d-4b94-84e7-1ffd96db6cf8,Since I Fell for You,Lenny Welch,US,1997,100.0,1435,'Since I Fell For You' by Lenny Welch (1964). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1997. Match confidence: 100/100
1961-03-27,9,Where The Boys Are,Connie Francis,4.0,4,11,1961,1960,3de956f6-e3e4-46f2-bf3a-977e66d774dc,Where the Boys Are,Connie Francis,,,100.0,1436,'Where The Boys Are' by Connie Francis (1961). Billboard Hot 100 peak: #4. Match confidence: 100/100
1968-07-06,4,The Look Of Love,Sergio Mendes & Brasil '66,5.0,4,9,1968,1960,70417bd9-d9c3-43f7-abee-ac42c20ded42,The Look of Love,Sérgio Mendes & Brasil ’66,US,2008,100.0,1437,'The Look Of Love' by Sergio Mendes & Brasil '66 (1968). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2008. Match confidence: 100/100
1964-02-15,15,Surfin' Bird,The Trashmen,6.0,4,11,1964,1960,fd5c23da-91e9-48fb-b6a9-e2a2764314de,Surfin' Bird,The Trashmen,,,100.0,1438,'Surfin' Bird' by The Trashmen (1964). Billboard Hot 100 peak: #4. Match confidence: 100/100
1969-11-01,23,Easy To Be Hard,Three Dog Night,18.0,4,13,1969,1960,d6bd661a-c27b-40c1-b65c-a2a064054693,Easy to Be Hard,Three Dog Night,US,2008,100.0,1439,'Easy To Be Hard' by Three Dog Night (1969). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2008. Match confidence: 100/100
1970-07-18,6,Ride Captain Ride,Blues Image,4.0,4,11,1970,1970,39fc1c98-8d28-4ac8-9266-f416675ab810,Ride Captain Ride,Blues Image,US,1970-04,100.0,1440,'Ride Captain Ride' by Blues Image (1970). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1970-04. Match confidence: 100/100
1975-05-03,73,Express,B.T. Express,48.0,4,15,1975,1970,1b3ec4b7-cd25-43cf-b00b-f1150de326bf,Express,BT Express,NL,1998,100.0,1441,'Express' by B.T. Express (1975). Billboard Hot 100 peak: #4. Country of origin: NL. Release date: 1998. Match confidence: 100/100
1966-01-15,4,Five O'Clock World,The Vogues,8.0,4,8,1966,1960,d20a3fd6-2233-4d52-a261-17555af6764d,Five O’Clock World,The Vogues,BE,1993,100.0,1442,'Five O'Clock World' by The Vogues (1966). Billboard Hot 100 peak: #4. Country of origin: BE. Release date: 1993. Match confidence: 100/100
1965-03-27,28,The Jolly Green Giant,The Kingsmen,13.0,4,12,1965,1960,d7d6f869-0153-4134-9700-e1bf0823f9f9,The Jolly Green Giant,The Kingsmen,IT,1982,100.0,1443,'The Jolly Green Giant' by The Kingsmen (1965). Billboard Hot 100 peak: #4. Country of origin: IT. Release date: 1982. Match confidence: 100/100
1965-10-30,40,Catch Us If You Can,The Dave Clark Five,33.0,4,11,1965,1960,83f0505e-f216-48f4-802c-2f5a5f5e758b,Catch Us If You Can,The Dave Clark Five,XW,2019,100.0,1444,'Catch Us If You Can' by The Dave Clark Five (1965). Billboard Hot 100 peak: #4. Country of origin: XW. Release date: 2019. Match confidence: 100/100
1975-08-16,4,Someone Saved My Life Tonight,Elton John,5.0,4,7,1975,1970,ac248a93-9fee-4a2e-affe-92bc21a7f83a,Someone Saved My Life Tonight,Elton John,US,2005,100.0,1445,'Someone Saved My Life Tonight' by Elton John (1975). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2005. Match confidence: 100/100
1962-04-21,28,Let Me In,The Sensations,15.0,4,16,1962,1960,648a8df3-5a64-456a-bbeb-fb4fabdd46e4,Let Me In,The Sensations,GB,1996,100.0,1446,'Let Me In' by The Sensations (1962). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1996. Match confidence: 100/100
1965-07-31,48,Wonderful World,Herman's Hermits,25.0,4,10,1965,1960,955d22ba-7bce-41f9-ad00-24aaca89ca08,Wonderful World,Herman’s Hermits,,,100.0,1447,'Wonderful World' by Herman's Hermits (1965). Billboard Hot 100 peak: #4. Match confidence: 100/100
1965-04-24,9,Shotgun,Jr. Walker & The All Stars,5.0,4,11,1965,1960,217e272d-28a2-449f-8ea8-de769f7900ac,Shotgun,Jr. Walker & the All Stars,FR,1996,100.0,1448,'Shotgun' by Jr. Walker & The All Stars (1965). Billboard Hot 100 peak: #4. Country of origin: FR. Release date: 1996. Match confidence: 100/100
1979-12-01,93,Sail On,Commodores,93.0,4,17,1979,1970,77867de9-8ad0-4947-9df1-e2b1300ccca2,Sail On,Commodores,US,1998,100.0,1449,'Sail On' by Commodores (1979). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1998. Match confidence: 100/100
1961-02-27,15,Calendar Girl,Neil Sedaka,6.0,4,11,1961,1960,251d170a-a14b-4e1f-95d1-a04f128ea566,Calendar Girl,Neil Sedaka,JP,2005,100.0,1450,'Calendar Girl' by Neil Sedaka (1961). Billboard Hot 100 peak: #4. Country of origin: JP. Release date: 2005. Match confidence: 100/100
1967-10-28,18,Little Ole Man (Uptight-Everything's Alright),Bill Cosby,8.0,4,9,1967,1960,,,,,,,1451,'Little Ole Man (Uptight-Everything's Alright)' by Bill Cosby (1967). Billboard Hot 100 peak: #4
1963-06-08,27,Pipeline,Chantay's,20.0,4,15,1963,1960,,,,,,,1452,'Pipeline' by Chantay's (1963). Billboard Hot 100 peak: #4
1970-06-20,13,Up Around The Bend/Run Through The Jungle,Creedence Clearwater Revival,8.0,4,9,1970,1970,,,,,,,1453,'Up Around The Bend/Run Through The Jungle' by Creedence Clearwater Revival (1970). Billboard Hot 100 peak: #4
1985-11-16,78,Don't Lose My Number,Phil Collins,73.0,4,18,1985,1980,159f918a-e30f-49aa-9f33-75216f7fb99c,Don’t Lose My Number,Phil Collins,MX,2003,100.0,1454,'Don't Lose My Number' by Phil Collins (1985). Billboard Hot 100 peak: #4. Country of origin: MX. Release date: 2003. Match confidence: 100/100
1969-08-09,4,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,5.0,4,13,1969,1960,24d23f98-e89e-4833-a29e-e3fe35824d9c,What Does It Take (To Win Your Love)?,Jr. Walker & the All Stars,,,100.0,1455,'What Does It Take (To Win Your Love)' by Jr. Walker & The All Stars (1969). Billboard Hot 100 peak: #4. Match confidence: 100/100
1963-10-12,9,Heat Wave,Martha & The Vandellas,8.0,4,11,1963,1960,17ffc540-a785-4eae-8057-902ccb2bde85,Heat Wave,Martha & the Vandellas,GB,2020-09-25,100.0,1456,'Heat Wave' by Martha & The Vandellas (1963). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2020-09-25. Match confidence: 100/100
1978-09-09,100,Still The Same,Bob Seger & The Silver Bullet Band,97.0,4,18,1978,1970,a979bc3f-781e-4fbf-9b48-1b4b7aa903f4,Still the Same,Bob Seger & the Silver Bullet Band,AU,1994,100.0,1457,'Still The Same' by Bob Seger & The Silver Bullet Band (1978). Billboard Hot 100 peak: #4. Country of origin: AU. Release date: 1994. Match confidence: 100/100
1971-06-05,4,It Don't Come Easy,Ringo Starr,5.0,4,6,1971,1970,7c74d826-de6a-477e-8cb0-849396576b57,It Don't Come Easy,Ringo Starr,XE,2007,100.0,1458,'It Don't Come Easy' by Ringo Starr (1971). Billboard Hot 100 peak: #4. Country of origin: XE. Release date: 2007. Match confidence: 100/100
1979-06-16,4,Just When I Needed You Most,Randy VanWarmer,5.0,4,13,1979,1970,28f41971-069b-4186-a948-625541e6838a,Just When I Needed You Most,Randy VanWarmer,NL,1999,100.0,1459,'Just When I Needed You Most' by Randy VanWarmer (1979). Billboard Hot 100 peak: #4. Country of origin: NL. Release date: 1999. Match confidence: 100/100
1962-07-14,42,(The Man Who Shot) Liberty Valance,Gene Pitney,20.0,4,12,1962,1960,fe198531-386a-4443-82c8-01640f116da2,(The Man Who Shot) Liberty Valance,Gene Pitney,AF,2013-10-18,100.0,1460,'(The Man Who Shot) Liberty Valance' by Gene Pitney (1962). Billboard Hot 100 peak: #4. Country of origin: AF. Release date: 2013-10-18. Match confidence: 100/100
1979-05-19,92,Sultans Of Swing,Dire Straits,54.0,4,15,1979,1970,34deac42-68b3-40db-8d6c-1cfc4887286c,Sultans of Swing,Dire Straits,,,100.0,1461,'Sultans Of Swing' by Dire Straits (1979). Billboard Hot 100 peak: #4. Match confidence: 100/100
1958-12-01,50,Tears On My Pillow,Little Anthony And The Imperials,33.0,4,17,1958,1950,932b7b64-19e2-49b3-95e2-95e0373f9623,Tears on My Pillow,Little Anthony & the Imperials,,,100.0,1462,'Tears On My Pillow' by Little Anthony And The Imperials (1958). Billboard Hot 100 peak: #4. Match confidence: 100/100
1987-09-05,4,Only In My Dreams,Debbie Gibson,5.0,4,18,1987,1980,531fb2c5-e855-4659-afe2-e9fb8f2abe04,Only in My Dreams,Debbie Gibson,US,1997-12,100.0,1463,'Only In My Dreams' by Debbie Gibson (1987). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1997-12. Match confidence: 100/100
1964-02-15,24,Forget Him,Bobby Rydell,18.0,4,15,1964,1960,4dc2a018-22a0-4474-9a05-ba2e28d736f1,Forget Him,Bobby Rydell,,,100.0,1464,'Forget Him' by Bobby Rydell (1964). Billboard Hot 100 peak: #4. Match confidence: 100/100
1962-04-14,13,Dream Baby (How Long Must I Dream),Roy Orbison,5.0,4,9,1962,1960,8923c45c-3c96-48b5-be8b-fcc6a2fa4af4,Dream Baby (How Long Must I Dream),Roy Orbison,GB,1988,100.0,1465,'Dream Baby (How Long Must I Dream)' by Roy Orbison (1962). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1988. Match confidence: 100/100
1980-09-13,4,Fame,Irene Cara,5.0,4,14,1980,1980,0ffae38a-cfc0-4f20-83e7-10726fc34231,Fame,Irene Cara,,,100.0,1466,'Fame' by Irene Cara (1980). Billboard Hot 100 peak: #4. Match confidence: 100/100
1967-12-23,10,I Say A Little Prayer,Dionne Warwick,7.0,4,10,1967,1960,01932799-f670-4bd8-b042-0def8ed01ac4,I Say a Little Prayer,Dionne Warwick,GB,1996,100.0,1467,'I Say A Little Prayer' by Dionne Warwick (1967). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1996. Match confidence: 100/100
1990-03-24,82,Janie's Got A Gun,Aerosmith,64.0,4,18,1990,1990,3aed4a69-ca32-410d-b738-143762534b46,Janie's Got a Gun,Aerosmith,RU,2000,100.0,1468,'Janie's Got A Gun' by Aerosmith (1990). Billboard Hot 100 peak: #4. Country of origin: RU. Release date: 2000. Match confidence: 100/100
1985-09-07,88,The Search Is Over,Survivor,83.0,4,21,1985,1980,536f0429-ba07-41cb-93ea-c3eca4e9765b,The Search Is Over,Survivor,XW,2014-10-24,100.0,1469,'The Search Is Over' by Survivor (1985). Billboard Hot 100 peak: #4. Country of origin: XW. Release date: 2014-10-24. Match confidence: 100/100
1973-04-07,4,Ain't No Woman (Like The One I've Got),Four Tops,5.0,4,10,1973,1970,a0611464-492b-425e-98b0-ef3914c64e28,Ain’t No Woman (Like the One I’ve Got),Four Tops,JP,2016-07-30,100.0,1470,'Ain't No Woman (Like The One I've Got)' by Four Tops (1973). Billboard Hot 100 peak: #4. Country of origin: JP. Release date: 2016-07-30. Match confidence: 100/100
1979-05-19,94,Heaven Knows,Donna Summer With Brooklyn Dreams,98.0,4,19,1979,1970,5e433b3f-dbe7-49f0-a57c-6b9d1d6f711f,Heaven Knows,Donna Summer,US,1978,100.0,1471,'Heaven Knows' by Donna Summer With Brooklyn Dreams (1979). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1978. Match confidence: 100/100
1985-12-07,4,Never,Heart,5.0,4,13,1985,1980,449f19ee-d4ad-4cc8-a393-44e463044704,Never,Heart,US,1985,100.0,1472,'Never' by Heart (1985). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1985. Match confidence: 100/100
1965-11-13,4,You're The One,The Vogues,6.0,4,9,1965,1960,58d60208-d3b4-4377-9559-97caea6e0265,You’re the One,The Vogues,US,1990,100.0,1473,'You're The One' by The Vogues (1965). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1990. Match confidence: 100/100
1978-09-02,89,Use Ta Be My Girl,The O'Jays,88.0,4,19,1978,1970,44ed9789-5f2a-466c-abd1-ce4adbd23ea2,Use' Ta Be My Girl,The O’Jays,GB,2002,100.0,1474,'Use Ta Be My Girl' by The O'Jays (1978). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2002. Match confidence: 100/100
1989-05-27,96,My Heart Can't Tell You No,Rod Stewart,79.0,4,25,1989,1980,4e029233-8971-4f8b-be89-8c2590ba2d52,My Heart Can’t Tell You No,Rod Stewart,GB,1999-06-14,100.0,1475,'My Heart Can't Tell You No' by Rod Stewart (1989). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1999-06-14. Match confidence: 100/100
1963-11-23,5,It's All Right,The Impressions,5.0,4,9,1963,1960,462c964a-aefc-4d62-9972-03d971319543,It’s All Right,The Impressions,DE,1991,100.0,1476,'It's All Right' by The Impressions (1963). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1991. Match confidence: 100/100
1969-08-16,4,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,5.0,4,8,1969,1960,3d34cf25-8ba6-4821-a968-b8041048a081,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,US,,100.0,1477,'Sweet Caroline (Good Times Never Seemed So Good)' by Neil Diamond (1969). Billboard Hot 100 peak: #4. Country of origin: US. Match confidence: 100/100
1972-03-04,4,Down By The Lazy River,The Osmonds,5.0,4,7,1972,1970,9a9b104c-a22a-42a9-878b-6c09752ec43f,Down by the Lazy River,The Osmonds,GB,2003-06-30,100.0,1478,'Down By The Lazy River' by The Osmonds (1972). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2003-06-30. Match confidence: 100/100
1975-09-27,4,Fight The Power Part 1,The Isley Brothers,5.0,4,15,1975,1970,686331ab-4b99-48ca-83b5-66a282e5c9bf,"Fight the Power, Part 1",The Isley Brothers,US,2001-10-09,100.0,1479,'Fight The Power Part 1' by The Isley Brothers (1975). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2001-10-09. Match confidence: 100/100
1988-02-27,100,Shake Your Love,Debbie Gibson,79.0,4,22,1988,1980,26bc66b7-148e-4928-9339-45dab79d2316,Shake Your Love,Debbie Gibson,CA,1988,100.0,1480,'Shake Your Love' by Debbie Gibson (1988). Billboard Hot 100 peak: #4. Country of origin: CA. Release date: 1988. Match confidence: 100/100
1969-05-24,39,Only The Strong Survive,Jerry Butler,16.0,4,13,1969,1960,d8a093c1-baea-4128-8736-6619fe272d62,Only the Strong Survive,Jerry Butler,,,100.0,1481,'Only The Strong Survive' by Jerry Butler (1969). Billboard Hot 100 peak: #4. Match confidence: 100/100
1961-06-26,53,Mama Said,The Shirelles,22.0,4,11,1961,1960,4b2812b4-f731-4a58-aeb8-1e8315ac4383,Mama Said,The Shirelles,GB,2017,100.0,1482,'Mama Said' by The Shirelles (1961). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2017. Match confidence: 100/100
1982-10-09,91,Hold Me,Fleetwood Mac,68.0,4,17,1982,1980,433943ad-07b1-482d-a15f-56c91c3bea12,Hold Me,Fleetwood Mac,US,2025,100.0,1483,'Hold Me' by Fleetwood Mac (1982). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2025. Match confidence: 100/100
1975-10-04,4,Run Joey Run,David Geddes,5.0,4,10,1975,1970,912a5dc9-b31f-4420-9221-88e23b874285,Run Joey Run,David Geddes,US,1975,100.0,1484,'Run Joey Run' by David Geddes (1975). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1975. Match confidence: 100/100
1959-12-21,92,Teen Beat,Sandy Nelson,62.0,4,16,1959,1950,7113b937-6ef4-4677-9cc6-45ce1176259c,Teen Beat,Sandy Nelson,,,100.0,1485,'Teen Beat' by Sandy Nelson (1959). Billboard Hot 100 peak: #4. Match confidence: 100/100
1980-09-27,4,Give Me The Night,George Benson,6.0,4,13,1980,1980,70c295f5-b0e1-49fb-adc6-31935c39343c,Give Me the Night,George Benson,DE,1991,100.0,1486,'Give Me The Night' by George Benson (1980). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1991. Match confidence: 100/100
1967-05-13,50,Bernadette,Four Tops,24.0,4,10,1967,1960,c5d31072-9113-4282-b7ae-c685b509e6d5,Bernadette,Four Tops,GB,1999,100.0,1487,'Bernadette' by Four Tops (1967). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1999. Match confidence: 100/100
1980-03-22,94,Cruisin',Smokey Robinson,68.0,4,25,1980,1980,78095c0c-8fc2-4d98-9b82-feac30e5485e,Cruisin’,Smokey Robinson,,,100.0,1488,'Cruisin'' by Smokey Robinson (1980). Billboard Hot 100 peak: #4. Match confidence: 100/100
1964-08-22,4,Under The Boardwalk,The Drifters,5.0,4,9,1964,1960,bc9e2235-66f7-468b-a864-bb6f93fe8d8c,Under the Boardwalk,The Drifters,DE,1988,100.0,1489,'Under The Boardwalk' by The Drifters (1964). Billboard Hot 100 peak: #4. Country of origin: DE. Release date: 1988. Match confidence: 100/100
1966-04-30,26,California Dreamin',The Mamas & The Papas,19.0,4,17,1966,1960,05f5e924-5bd2-43fb-a687-d148f04af24f,California Dreamin' (California Dreamin'),The Mamas & the Papas,DE,,100.0,1490,'California Dreamin'' by The Mamas & The Papas (1966). Billboard Hot 100 peak: #4. Country of origin: DE. Match confidence: 100/100
1983-03-26,4,You Are,Lionel Richie,6.0,4,11,1983,1980,1ff5e982-adc5-4d65-888c-8f541014f76c,You Are,Lionel Richie,CO,1995-11-01,100.0,1491,'You Are' by Lionel Richie (1983). Billboard Hot 100 peak: #4. Country of origin: CO. Release date: 1995-11-01. Match confidence: 100/100
1963-05-25,4,Foolish Little Girl,The Shirelles,5.0,4,10,1963,1960,2f717805-2f2e-4220-8023-662bdf655ecd,Foolish Little Girl,The Shirelles,US,1987,100.0,1492,'Foolish Little Girl' by The Shirelles (1963). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1987. Match confidence: 100/100
1975-10-11,4,Mr. Jaws,Dickie Goodman,5.0,4,6,1975,1970,9594c50c-cea4-4c96-bdd8-73836409e548,Mr. Jaws,Dickie Goodman,US,1975,100.0,1493,'Mr. Jaws' by Dickie Goodman (1975). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 1975. Match confidence: 100/100
1971-02-13,4,I Hear You Knocking,Dave Edmunds,6.0,4,8,1971,1970,d3e25e41-9577-460d-8858-3e2513c4ef24,I Hear You Knocking,Dave Edmunds,,,100.0,1494,'I Hear You Knocking' by Dave Edmunds (1971). Billboard Hot 100 peak: #4. Match confidence: 100/100
1985-03-09,100,Cool It Now,New Edition,87.0,4,25,1985,1980,86dd9245-5692-4728-be9e-16331903bcce,Cool It Now,New Edition,US,2005-10-11,100.0,1495,'Cool It Now' by New Edition (1985). Billboard Hot 100 peak: #4. Country of origin: US. Release date: 2005-10-11. Match confidence: 100/100
1987-04-04,89,Touch Me (I Want Your Body),Samantha Fox,69.0,4,23,1987,1980,8922c057-3aea-4626-9502-a7c1c4080d0a,Touch Me (I Want Your Body),Samantha Fox,GB,1987,100.0,1496,'Touch Me (I Want Your Body)' by Samantha Fox (1987). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 1987. Match confidence: 100/100
1988-05-21,4,Always On My Mind,Pet Shop Boys,6.0,4,9,1988,1980,fd648799-eb60-477a-b5f9-9aa61646d321,Always on My Mind,Pet Shop Boys,DK,1996,100.0,1497,'Always On My Mind' by Pet Shop Boys (1988). Billboard Hot 100 peak: #4. Country of origin: DK. Release date: 1996. Match confidence: 100/100
1984-06-09,97,Here Comes The Rain Again,Eurythmics,92.0,4,20,1984,1980,f4d927a9-9147-419e-b0e1-7d1599a55e95,Here Comes the Rain Again,Eurythmics,XE,,100.0,1498,'Here Comes The Rain Again' by Eurythmics (1984). Billboard Hot 100 peak: #4. Country of origin: XE. Match confidence: 100/100
1970-04-18,31,Rainy Night In Georgia/Rubberneckin',Brook Benton,16.0,4,15,1970,1970,,,,,,,1499,'Rainy Night In Georgia/Rubberneckin'' by Brook Benton (1970). Billboard Hot 100 peak: #4
1966-07-16,4,You Don't Have To Say You Love Me,Dusty Springfield,5.0,4,9,1966,1960,da85f84d-9341-4104-a025-59ad964f2df9,You Don’t Have to Say You Love Me,Dusty Springfield,XE,,100.0,1500,'You Don't Have To Say You Love Me' by Dusty Springfield (1966). Billboard Hot 100 peak: #4. Country of origin: XE. Match confidence: 100/100
1961-10-09,62,Hurt,Timi Yuro,31.0,4,12,1961,1960,1d4f7c6b-95db-46d3-859e-df37779d8d05,Hurt,Timi Yuro,,,100.0,1501,'Hurt' by Timi Yuro (1961). Billboard Hot 100 peak: #4. Match confidence: 100/100
1969-05-17,31,Galveston,Glen Campbell,19.0,4,12,1969,1960,f2f0977b-7bcc-4af6-b468-05a260a01676,Galveston,Glen Campbell,GB,2004,100.0,1502,'Galveston' by Glen Campbell (1969). Billboard Hot 100 peak: #4. Country of origin: GB. Release date: 2004. Match confidence: 100/100
